6.000000 11.790000 0.002568
6.500000 11.650000 0.003458
7.000000 11.520000 0.004197
7.500000 11.390000 0.000542
8.000000 11.270000 0.012886
8.500000 11.140000 0.012351
9.000000 11.030000 0.007586
9.500000 10.910000 0.009699
10.000000 10.800000 0.007786
10.500000 10.690000 0.014460
11.000000 10.590000 0.000140
11.500000 10.490000 0.008892
12.000000 10.390000 0.008190
12.500000 10.290000 0.000096
13.000000 10.190000 0.015245
13.500000 10.100000 0.006565
14.000000 10.010000 0.004276
14.500000 9.920000 0.008294
15.000000 9.840000 0.013636
15.500000 9.750000 0.002453
16.000000 9.670000 0.008201
16.500000 9.590000 0.013478
17.000000 9.510000 0.013444
17.500000 9.430000 0.008172
18.000000 9.350000 0.002265
18.500000 9.280000 0.016432
19.000000 9.200000 0.003860
19.500000 9.130000 0.005644
20.000000 9.060000 0.010784
